name,21Feb68_A01-L1_S1_Pooled_R1_001.fastq.gz,21Feb68_A02-L1_S2_Pooled_R1_001.fastq.gz,21Feb68_B01-L1_S3_Pooled_R1_001.fastq.gz,21Feb68_B02-L1_S4_Pooled_R1_001.fastq.gz,21Feb68_C01-L1_S5_Pooled_R1_001.fastq.gz,21Feb68_C02-L1_S6_Pooled_R1_001.fastq.gz,21Feb68_D01-L1_S7_Pooled_R1_001.fastq.gz,21Feb68_D02-L1_S8_Pooled_R1_001.fastq.gz,21Feb68_E01-L1_S9_Pooled_R1_001.fastq.gz,21Feb68_E02-L1_S10_Pooled_R1_001.fastq.gz,21Feb68_F01-L1_S11_Pooled_R1_001.fastq.gz,21Feb68_F02-L1_S12_Pooled_R1_001.fastq.gz,21Feb68_G01-L1_S13_Pooled_R1_001.fastq.gz,21Feb68_G02-L1_S14_Pooled_R1_001.fastq.gz,21Feb68_H01-L1_S15_Pooled_R1_001.fastq.gz
ZYG11A,70,58,79,58,64,82,165,64,102,3,84,1,55,5,34
None,2,0,1,0,0,0,2,2,0,0,4,0,3,0,1
ECHDC2,3806,2055,3031,2355,1815,2770,1092,2811,2527,1392,2171,3723,2346,5590,1414
None,76,15,60,38,15,56,14,48,39,22,31,66,31,7,13
None,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
SCP2,3939,2383,2796,2576,2111,2901,2283,2958,3183,3836,2416,6892,2697,2057,1273
None,0,0,0,4,5,11,15,6,0,0,3,0,2,1,0
None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H3P2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
RRAS2P1,1,4,1,0,1,5,5,3,1,0,0,4,1,0,2
TUBBP10,0,0,2,0,0,1,1,0,0,0,0,0,0,0,2
None,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
PODN,29,22,32,10,70,23,44,21,43,1599,60,5038,14,1830,21
None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HIGD1AP11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLC1A7,3,2,0,0,8,0,1,0,3,160,8,685,0,350,1
None,0,0,0,0,0,1,0,0,0,0,0,5,0,14,0
None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CPT2,1252,1688,737,1185,393,1502,1209,1469,1000,374,520,569,1410,282,1098
None,8,4,8,6,4,5,1,3,7,15,7,10,7,11,6
CZIB,2006,897,1207,1128,789,1208,838,1106,1256,1726,882,2252,854,2375,702
CZIB-DT,4,4,10,0,4,0,8,2,2,1,9,1,0,0,1
MAGOH,2344,2547,1501,2286,983,2262,1701,2059,1980,671,1427,947,2269,524,1240
MAGOH-DT,18,9,7,6,10,5,13,6,21,3,5,11,17,5,3
LRP8,1219,316,680,170,617,344,184,272,575,4777,529,5663,398,2150,209
None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
None,0,0,0,0,1,0,1,0,0,1,0,2,1,0,2
None,1,0,0,0,0,0,0,0,2,2,3,1,0,10,0
None,0,1,0,0,3,0,1,2,2,3,0,2,1,1,1
LRP8-DT,10,4,8,8,1,6,1,3,5,7,6,1,8,10,7
None,1,2,0,1,0,0,1,1,2,0,0,0,1,0,2
LINC02812,0,0,0,0,0,0,2,0,0,4,0,1,1,3,3
SLC25A3P1,0,0,0,1,0,0,3,0,0,0,0,0,1,0,0
DMRTB1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0
GLIS1,1,2,6,3,7,0,3,0,3,4,5,14,0,146,0
RNU7-95P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NDC1,5416,2533,4323,5096,2428,5791,2010,5567,4757,457,3107,690,2917,433,2035
None,3,0,5,0,2,1,0,2,3,0,2,1,1,0,0
None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YIPF1,1796,1473,1325,1543,1188,1780,1468,1650,1180,639,1327,587,1446,705,1038
DIO1,17,8,6,1,1,7,2,4,11,1,6,8,11,10,9
HSPB11,1490,999,920,871,531,995,556,934,1102,527,700,736,1026,481,662
LRRC42,4161,7189,4684,5704,4644,5628,3565,5497,4524,527,4918,589,5383,559,4004
HNRNPA3P12,16,26,19,11,10,17,9,35,12,1,11,4,12,1,7
LDLRAD1,1,2,1,0,1,0,3,4,6,1,1,0,0,0,3
TMEM59,6164,7041,5879,8137,8022,8256,8573,7919,7551,6669,9127,9988,6220,5001,3827
None,10,15,22,21,59,37,63,20,16,30,58,41,14,15,14
TCEANC2,1128,1029,927,1154,353,1509,1184,1448,1174,429,493,614,1263,310,736
None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
None,3,2,1,0,0,0,1,1,1,0,0,1,0,0,0
None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CDCP2,3,1,1,0,4,1,7,0,1,0,1,0,1,11,0
None,0,1,3,1,0,3,10,4,3,2,1,0,3,5,0
None,2,2,3,0,1,0,1,0,1,0,0,2,3,7,0
CYB5RL,385,464,199,364,54,277,769,278,205,120,93,194,447,62,296
MRPL37,5787,7040,4714,5580,5425,5476,6943,5059,3630,761,5523,1151,5183,1083,4598
SSBP3,6393,9917,6016,5022,3969,6177,9309,5934,6188,968,4391,1656,7374,1667,6594
SSBP3-AS1,155,143,95,79,93,89,198,87,162,15,92,33,127,9,121
None,1,1,0,0,4,0,0,0,0,0,3,0,1,0,3
None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
None,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
LINC02784,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HNRNPA1P63,0,1,1,1,0,1,0,0,0,0,2,0,0,0,0
ACOT11,245,195,218,189,108,276,208,262,231,181,124,165,212,313,184
FAM151A,23,4,18,17,16,10,9,10,12,2,13,2,7,8,10
None,0,0,0,1,1,0,0,0,0,0,0,2,0,5,0
MROH7,27,1,25,4,6,13,0,14,14,66,11,63,10,247,2
MROH7-TTC4,0,2,0,1,3,0,1,1,0,0,3,1,2,14,0
TTC4,232,309,158,335,119,313,338,349,170,97,184,110,251,168,148
PARS2,822,920,713,986,434,917,772,1005,888,68,605,84,638,51,623
TTC22,11,5,11,7,7,14,17,6,6,2,2,5,5,23,6
None,1,0,0,0,0,0,0,0,0,2,0,0,0,1,0
LEXM,2,0,3,0,4,0,2,0,3,0,5,0,0,1,2
DHCR24,35584,10213,23759,7017,14920,12808,4952,11034,12907,147,11799,146,10248,840,9416
None,2,4,6,1,2,3,0,4,4,0,3,0,1,0,1
DHCR24-DT,7,10,6,6,5,2,3,2,13,0,4,0,6,0,4
TMEM61,9,4,50,110,28,152,2,126,10,0,42,0,4,5,3
None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BSND,6,4,8,4,1,11,18,8,5,1,2,0,4,10,1
PCSK9,134,11,132,18,118,61,13,33,45,2,62,1,14,12,18
USP24,10166,22790,10104,14085,5847,14514,11272,14265,9105,2075,7494,2764,17851,1684,14968
MIR4422HG,1,0,0,1,1,0,2,1,1,0,0,0,0,0,2
GYG1P3,0,2,0,1,1,0,3,2,0,0,0,0,0,0,0
MIR4422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GOT2P1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
MTCO2P34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-830P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y_RNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
None,0,1,0,0,0,0,0,0,2,0,1,2,1,0,0
None,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
LINC01753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PIGQP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LINC01755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
None,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
RPSAP20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1
None,4,34,5,3,0,4,10,4,5,0,2,2,36,1,14
None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
LINC01767,0,26,3,4,1,2,6,0,0,0,1,0,18,0,16
PLPP3,1965,9398,4002,2218,1059,2198,5843,1926,937,557,908,611,5421,783,3676
RPL21P23,0,2,1,3,2,3,15,2,2,0,0,0,7,0,5
RPL23AP85,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
None,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0
PRKAA2,1478,5253,3156,5063,1829,5299,3840,5619,2888,301,2307,503,4915,465,3391
FYB2,55,62,58,32,31,21,131,23,42,1,25,5,69,17,29
None,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0
C8A,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0
C8B,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
None,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DAB1,82,41,81,34,39,47,154,47,66,38,36,67,53,262,35
None,0,0,1,0,0,0,4,0,1,0,3,0,1,0,0
RPS20P5,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
None,0,0,0,0,0,0,0,0,0,1,0,1,0,27,1
DAB1-AS1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1
HNRNPA1P6,1,1,1,0,1,0,1,0,4,1,2,3,0,2,1
RPS26P15,4,1,2,0,0,0,0,0,1,1,1,0,0,0,0
None,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1
None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
None,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0
OMA1,1078,1566,686,1045,219,1123,726,1253,713,276,306,302,1972,283,960
None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SL713P,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
TACSTD2,7297,6027,5445,1099,5367,1933,1313,1624,4363,3,4904,14,4577,11,3707
None,21,17,22,41,15,49,31,40,23,6,30,5,14,7,25
MYSM1,5381,8887,6270,6154,5680,7323,8269,7436,7500,935,7407,1464,8251,512,4596
None,0,4,1,0,0,0,0,1,0,0,3,0,2,0,2
JUN,1927,18903,11579,10536,6993,13957,24773,11162,8139,12991,7539,5328,8895,3360,5806
LINC01135,0,2,1,3,0,2,3,0,3,11,0,15,0,7,4
None,1,0,2,0,0,0,4,1,1,1,2,5,1,1,3
None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LINC02777,4,7,9,5,4,5,7,5,8,21,3,15,3,22,1
PHB1P3,1,2,2,0,0,1,0,0,1,0,3,0,0,0,0
None,2,1,2,1,7,1,6,3,6,11,6,15,2,5,0
None,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
None,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
LINC01358,0,0,0,0,0,0,0,1,2,1,0,1,0,13,0
FGGY-DT,0,7,2,0,2,3,22,1,3,1,2,1,3,2,0
None,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0
None,2,6,0,2,1,0,9,3,1,0,2,3,6,3,0
FGGY,545,626,650,569,472,708,1042,698,668,122,581,177,644,164,298
MIR4711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
None,3,2,3,3,2,0,11,2,5,0,1,2,4,2,3
None,4,20,5,6,6,4,14,3,2,1,4,9,23,3,5
HOOK1,3351,4167,3451,5424,3626,5987,3424,6494,3445,2,4459,8,4185,127,2061
CYP2J2,48,28,32,46,43,47,43,24,29,24,55,58,46,178,15
RN7SL475P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C1orf87,30,31,17,5,3,9,14,6,10,0,9,6,13,8,13
PGBD4P8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LINC02778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LINC01748,9,2,13,1,3,7,15,4,6,0,2,0,11,22,2
None,1,1,0,0,0,0,0,0,2,0,0,2,0,7,0
NFIA,22,20,15,5,5,12,69,11,21,1200,9,2028,19,1650,18
None,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
NFIA-AS2,0,0,0,0,0,0,2,0,1,5,0,16,0,37,3
None,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
NFIA-AS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
None,1,1,2,0,0,0,0,0,1,0,0,0,0,0,2
TM2D1,958,1713,1064,1272,845,1446,1037,1397,1384,740,1157,1238,1606,607,969
PATJ-DT,8,1,3,2,3,3,12,2,7,17,3,22,1,59,0
PATJ,8109,17653,9868,12648,5244,15015,12811,14304,9963,289,5681,397,16041,389,9859
RNU6-414P,0,0,1,0,1,3,2,3,0,0,2,0,0,0,3
RNU6-1177P,0,0,0,1,2,3,2,3,2,0,2,0,1,0,3
LAMTOR5P1,0,1,2,2,1,0,0,1,3,1,1,0,1,0,3
RN7SL180P,0,0,1,0,0,0,3,0,0,3,0,6,1,22,3
MIR3116-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PIGPP2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPS15AP7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L1TD1,4543,14247,3201,5525,1103,5347,5599,6010,4540,43,1401,14,12243,55,5527
None,4,5,6,5,6,5,2,6,5,0,4,0,4,0,6
Y_RNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KANK4,12170,22023,7054,10317,1637,9917,6393,10684,9265,124,1617,172,19027,81,16801
RNU6-371P,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
USP1,5409,4657,3784,3967,1860,4180,2538,4082,3655,1226,2189,1887,4580,629,2846
DOCK7,7129,12306,6834,10239,3859,11995,7414,11761,6234,553,4390,863,11524,646,6458
None,2,0,1,0,1,3,0,2,0,0,2,0,0,0,1
ANGPTL3,4,10,13,18,42,53,20,49,23,0,36,2,13,1,16
None,8,13,13,18,18,40,28,34,8,1,32,1,15,0,10
None,3,3,0,1,7,1,2,1,0,1,4,0,0,2,4
DOCK7-DT,15,36,18,15,10,52,26,59,27,1,21,1,29,3,26
ATG4C,1163,3018,1149,2088,351,2657,2140,2864,1019,430,547,644,4382,292,1557
None,2,1,0,0,10,1,0,5,0,0,3,0,3,0,0
None,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
LINC01739,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNA5SP49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LINC00466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPSAP65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FOXD3-AS1,0,1,2,1,1,3,68,4,0,0,6,1,2,3,1
FOXD3,1,5,0,2,1,2,40,0,0,0,0,0,3,1,0
MIR6068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y_RNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALG6,1174,709,953,820,331,1240,328,1261,799,245,466,498,1044,303,517
ITGB3BP,1782,1193,1184,994,452,1280,765,1205,1456,224,701,555,1370,233,684
EFCAB7,484,403,293,345,100,516,430,448,354,170,138,270,612,197,251
RN7SL488P,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1
RNU7-123P,1,1,3,1,2,2,3,10,2,0,2,5,1,2,2
DLEU2L,60,29,45,20,17,34,19,46,70,17,25,31,40,1,17
None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PGM1,2411,1919,4838,10997,7226,9639,2856,9565,7132,475,7400,667,1585,648,1341
RN7SL130P,5,5,17,27,15,22,6,19,19,0,21,2,7,0,3
ROR1,1294,3663,1530,1740,882,1521,3410,1556,2558,289,857,466,2959,151,1899
None,1,1,0,0,2,0,0,2,2,0,1,0,0,0,5
CFL1P3,1,1,1,3,1,0,3,2,2,3,0,0,1,1,8
RNU6-809P,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Y_RNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ROR1-AS1,1,3,2,0,5,1,13,5,8,11,5,8,2,18,13
UBE2U,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0
RNU7-62P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CACHD1,2195,3826,2726,3698,1166,4758,3229,4804,3220,719,1464,955,3699,907,2406
MIR4794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
RAVER2,2092,1046,1547,970,723,1407,638,1394,1345,943,812,1923,1150,1206,927
JAK1,4539,8516,4501,6176,3635,7636,7330,7034,5252,7409,4612,10629,6771,5160,4187
None,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
None,0,0,0,0,0,0,3,0,0,0,0,0,1,0,2
LINC01359,13,5,25,6,24,13,7,6,25,7,14,20,7,38,4
SLC2A3P2,3,8,19,18,15,20,5,18,14,3,15,5,7,2,3
None,3,4,0,0,4,3,0,5,4,3,3,4,0,20,0
RNU6-1176P,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
MIR3671,4,11,5,7,3,15,10,17,22,6,5,6,3,4,3
MIR101-1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
None,1,0,2,5,4,5,0,3,1,7,0,7,0,1,0
None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MRPS21P1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
AK4,1947,2781,7807,11035,6406,11268,2788,11016,9639,104,7204,277,1951,346,1379
RPS29P7,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0
DNAJC6,1998,5087,3052,3270,1287,3012,3157,3134,2094,209,1521,408,4081,347,2324
None,1,1,1,0,0,0,1,0,0,0,2,0,0,0,4
COX6CP13,0,0,0,0,3,0,4,0,1,0,1,0,0,2,7
RNU2-15P,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
LEPROT,6727,8466,4805,3818,3413,5674,8987,5959,7032,4844,4427,8336,7709,2927,4279
LEPR,953,581,934,485,636,673,509,618,770,5498,795,11943,845,1306,333
None,3,4,2,4,2,4,4,3,4,6,7,7,4,6,2
None,2,1,0,0,3,0,13,2,2,1,1,0,4,5,3
RN7SL854P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PDE4B,169,164,107,40,47,83,585,87,103,959,88,1046,175,409,65
PDE4B-AS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNU4-88P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SGIP1,31,89,34,38,55,59,289,52,70,417,57,557,90,1165,23
MIR3117,0,2,1,0,0,0,2,0,0,0,1,0,1,1,0
None,0,2,2,4,0,1,10,6,1,1,9,0,1,0,2
None,0,0,0,0,1,0,0,0,0,1,0,1,0,2,0
DYNLT5,2,0,3,1,3,1,0,2,4,27,1,51,2,42,0
INSL5,0,6,0,0,0,0,0,0,0,0,1,5,0,13,0
DNAI4,260,820,173,442,104,285,470,303,271,87,116,137,675,124,363
None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIER1,1824,6031,2296,3936,2298,4241,4232,4578,2514,1205,2471,1684,5916,737,2872
SLC35D1,1945,4759,1689,2548,1116,2806,2998,2771,1206,358,1320,418,3383,212,2085
C1orf141,0,0,0,1,0,0,1,0,0,0,2,1,0,3,0
None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
None,1,0,0,0,1,0,0,0,0,0,2,0,0,8,0
IL23R,0,0,1,0,1,0,7,0,3,0,0,0,1,0,0
RNU6-586P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNU4ATAC4P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DNAJB6P4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
IL12RB2,5,7,9,2,14,4,15,4,7,8,9,9,5,34,3
None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SERBP1,21729,24610,18950,19350,14833,21441,17051,21868,18987,3946,16756,6677,22339,2406,12797
RNU6-387P,4,2,3,3,11,3,8,3,4,0,7,0,3,1,4
LINC01702,2,0,0,0,0,1,1,0,0,0,0,0,1,0,0
RNU6-1031P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SL392P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HNRNPCP9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
GADD45A,3063,29752,7741,13754,7217,16780,32063,13883,5297,1778,7928,1924,15380,1229,6360
GNG12,3898,9204,4138,3723,2597,5099,9707,5278,5022,595,3322,1155,8390,460,4096
RNU7-80P,0,0,1,0,0,0,0,1,0,0,0,0,0,0,4
GNG12-AS1,233,120,121,86,38,108,94,126,79,26,59,38,140,19,96
None,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
DIRAS3,49,19,24,18,19,22,13,23,30,32,19,34,14,51,15
ARL5AP3,4,2,0,0,1,0,0,0,1,1,0,0,0,0,1
None,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0
WLS,15124,11377,8929,7904,8338,9583,5622,9875,5567,3686,7816,4981,11357,2096,8332
CTBP2P8,57,36,18,3,7,8,23,10,23,11,11,10,15,1,37
MIR1262,2,2,0,0,0,0,0,0,0,0,0,0,1,0,5
RPS7P4,6,2,2,4,6,3,0,2,3,0,5,3,2,0,2
COX6B1P7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ELOCP18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
None,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
RPE65,0,0,0,0,1,0,1,0,0,8,0,13,1,11,0
DEPDC1,3453,5723,2115,2207,538,3154,4135,2768,2374,1,791,2,5870,5,3479
None,75,19,40,27,16,30,32,28,53,0,25,0,39,1,18
DEPDC1-AS1,0,4,0,1,1,0,8,0,2,0,0,0,5,0,3
TXNP2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
LINC01707,6,11,7,7,0,2,31,4,8,1,1,0,12,0,6
LINC02791,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1
LINC01758,2,0,1,1,1,1,1,3,0,0,0,0,1,0,0
LRRC7,527,276,379,204,173,303,116,274,353,44,233,68,297,339,193
SGO1P1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SL538P,0,0,0,0,0,0,0,0,0,3,0,6,0,30,0
PIN1P1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
LRRC7-AS1,3,7,3,1,1,7,5,5,4,1,1,0,0,2,1
LRRC40,3096,4912,2567,4499,1134,4307,3893,4501,3212,464,1825,710,5207,251,2366
RN7SL242P,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
SRSF11,15907,21464,14504,15978,11404,17524,14420,18923,19877,3842,14192,5774,21733,3167,9637
None,1,0,1,3,6,2,4,0,0,0,6,0,0,0,1
ANKRD13C,2056,4421,2061,3129,1739,3012,4244,3195,2078,586,2131,853,3865,534,2224
HHLA3,876,1144,743,756,631,843,1521,723,685,143,647,203,938,248,718
HHLA3-AS1,42,28,37,35,69,36,45,28,63,2,125,1,43,1,18
None,6,4,4,3,3,4,10,1,1,1,3,0,6,0,3
CTH,1018,867,2483,2603,3144,3177,1323,2974,1509,34,4286,36,936,70,550
Metazoa_SRP,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0
None,12,8,45,32,38,31,16,28,26,2,81,3,10,9,8
CHORDC1P5,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
CASP3P1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LINC01788,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PTGER3,8,1087,17,70,13,127,1478,135,46,9,23,19,657,45,89
None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
None,0,20,0,0,0,2,38,0,0,0,0,1,9,1,1
ZRANB2-AS1,17,13,4,5,2,1,10,1,11,0,4,4,7,0,9
ZRANB2,7278,12371,4760,6592,3194,9311,7061,10906,11401,1860,4521,3301,12500,1254,6012
MIR186,16,38,11,8,10,27,18,59,95,4,19,19,60,1,34
ZRANB2-DT,34,31,24,37,3,36,32,60,61,19,16,29,34,14,17
None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
None,2,2,0,0,1,0,0,1,0,0,0,0,1,0,0
None,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0
NEGR1,30,22,35,65,19,75,12,61,74,473,25,229,28,1313,16
None,0,0,0,0,2,1,0,0,1,0,0,1,0,1,0
None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NEGR1-IT1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GDI2P2,12,9,6,5,7,10,3,6,7,1,7,1,7,1,6
RPL31P12,0,2,0,0,0,0,1,2,1,0,0,1,2,0,0
RNU6-1246P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
None,29,42,40,24,24,29,99,27,38,0,32,0,46,2,19
LINC02796,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2
None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KRT8P21,0,4,2,3,2,0,6,1,3,0,1,0,1,0,1
RN7SKP19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LINC01360,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
LINC02238,0,2,0,1,0,0,0,2,0,0,0,0,0,0,0
RNA5SP50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNU4ATAC8P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LRRIQ3,145,200,69,155,32,210,167,262,206,20,42,28,227,15,100
FPGT,791,970,433,1043,133,1300,499,1319,797,355,203,610,1280,182,655
FPGT-TNNI3K,62,20,57,28,14,38,15,51,74,36,17,47,26,41,5
TNNI3K,2,4,5,9,1,2,6,8,10,12,1,21,4,81,2
None,0,2,4,2,0,0,0,1,3,1,2,3,2,5,2
None,0,0,1,0,1,0,0,0,2,3,0,1,0,6,0
LRRC53,0,1,0,0,1,0,1,0,2,0,0,3,1,2,1
ERICH3,0,14,0,3,2,1,18,1,2,30,0,28,6,89,5
ERICH3-AS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
None,1,39,4,9,2,12,26,21,12,7,6,11,82,3,34
CRYZ,3052,4304,2408,2716,1452,3606,3812,3647,3497,681,2098,1350,4755,320,2006
TYW3,1858,2170,1234,1878,1011,1993,2311,1990,1461,737,1229,1135,2294,629,1250
None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
None,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0
None,0,4,1,0,1,0,6,0,0,0,0,0,1,0,0
LHX8,6,19,24,11,31,20,223,15,13,0,33,0,12,0,7
